interaction_id,customer_id,interaction_date,channel,interaction_type,response_flag,conversion_flag,campaign_id,message_theme
INT-000000867,CUST-0000077,2025-09-06,email,retention,1,0,CAMP-000001,exclusive_access
INT-000000868,CUST-0000077,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000869,CUST-0000077,2024-04-22,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000000870,CUST-0000077,2023-06-03,sms,retention,1,0,CAMP-000007,free_shipping
INT-000000871,CUST-0000077,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000000872,CUST-0000077,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000873,CUST-0000077,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000000874,CUST-0000078,2025-08-17,push,cross_sell,1,0,CAMP-000013,cashback
INT-000000875,CUST-0000078,2024-08-07,email,loyalty,1,0,CAMP-000011,early_access
INT-000000876,CUST-0000078,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000877,CUST-0000078,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000878,CUST-0000078,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000879,CUST-0000078,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000880,CUST-0000078,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000000881,CUST-0000078,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000882,CUST-0000079,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000883,CUST-0000079,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000000884,CUST-0000079,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000885,CUST-0000079,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000886,CUST-0000079,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000000887,CUST-0000079,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000888,CUST-0000079,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000889,CUST-0000079,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000000890,CUST-0000080,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000891,CUST-0000080,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000000892,CUST-0000080,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000000893,CUST-0000080,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000894,CUST-0000080,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000895,CUST-0000080,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000000896,CUST-0000080,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000897,CUST-0000080,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000898,CUST-0000080,2025-09-03,email,retention,1,0,CAMP-000001,exclusive_access
INT-000000899,CUST-0000080,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000900,CUST-0000081,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000000901,CUST-0000081,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000902,CUST-0000081,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000000903,CUST-0000081,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000000904,CUST-0000081,2025-08-16,push,cross_sell,1,0,CAMP-000013,cashback
INT-000000905,CUST-0000081,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000000906,CUST-0000081,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000907,CUST-0000081,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000000908,CUST-0000081,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000000909,CUST-0000081,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000000910,CUST-0000081,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000911,CUST-0000081,2023-05-18,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000912,CUST-0000081,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000913,CUST-0000081,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000914,CUST-0000082,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000915,CUST-0000082,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000916,CUST-0000082,2023-01-15,push,reactivation,1,0,CAMP-000019,bundle
INT-000000917,CUST-0000082,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000918,CUST-0000082,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000919,CUST-0000082,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000920,CUST-0000082,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000921,CUST-0000082,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000922,CUST-0000082,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000000923,CUST-0000082,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000924,CUST-0000082,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000000925,CUST-0000082,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000000926,CUST-0000083,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000000927,CUST-0000083,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000928,CUST-0000083,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000929,CUST-0000083,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000000930,CUST-0000083,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000000931,CUST-0000083,2023-03-15,sms,loyalty,1,0,CAMP-000009,early_access
INT-000000932,CUST-0000084,2023-03-15,sms,loyalty,1,0,CAMP-000009,early_access
INT-000000933,CUST-0000084,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000934,CUST-0000084,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000000935,CUST-0000084,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000000936,CUST-0000084,2024-09-23,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000000937,CUST-0000084,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000000938,CUST-0000084,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000000939,CUST-0000084,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000000940,CUST-0000084,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000000941,CUST-0000084,2023-10-03,push,upsell,1,1,CAMP-000008,bundle
INT-000000942,CUST-0000085,2025-01-07,email,retention,1,0,CAMP-000014,discount
INT-000000943,CUST-0000085,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000944,CUST-0000085,2023-03-15,sms,loyalty,1,0,CAMP-000009,early_access
INT-000000945,CUST-0000085,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000000946,CUST-0000085,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000000947,CUST-0000085,2024-10-01,in_app,conversion,1,1,CAMP-000005,exclusive_access
INT-000000948,CUST-0000085,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000000949,CUST-0000085,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000000950,CUST-0000085,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000000951,CUST-0000085,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000952,CUST-0000085,2024-09-23,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000000953,CUST-0000085,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000000954,CUST-0000085,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000000955,CUST-0000085,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000000956,CUST-0000085,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000957,CUST-0000085,2024-01-31,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000000958,CUST-0000085,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000959,CUST-0000086,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000000960,CUST-0000086,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000961,CUST-0000086,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000000962,CUST-0000086,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000963,CUST-0000086,2025-05-28,email,cross_sell,1,1,CAMP-000012,discount
INT-000000964,CUST-0000086,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000000965,CUST-0000086,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000000966,CUST-0000086,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000000967,CUST-0000086,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000000968,CUST-0000086,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000000969,CUST-0000086,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000000970,CUST-0000086,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000971,CUST-0000086,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000000972,CUST-0000086,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000973,CUST-0000086,2024-08-08,email,loyalty,1,1,CAMP-000011,early_access
INT-000000974,CUST-0000086,2024-05-04,remarketing,retention,1,0,CAMP-000004,early_access
INT-000000975,CUST-0000086,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000976,CUST-0000086,2024-10-02,in_app,conversion,1,1,CAMP-000005,exclusive_access
INT-000000977,CUST-0000086,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000978,CUST-0000087,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000000979,CUST-0000087,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000000980,CUST-0000087,2024-08-07,email,loyalty,1,1,CAMP-000011,early_access
INT-000000981,CUST-0000087,2023-05-18,email,cross_sell,1,0,CAMP-000003,early_access
INT-000000982,CUST-0000087,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000983,CUST-0000088,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000000984,CUST-0000088,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000000985,CUST-0000088,2023-05-20,email,cross_sell,1,0,CAMP-000003,early_access
INT-000000986,CUST-0000088,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000000987,CUST-0000088,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000000988,CUST-0000088,2024-05-01,remarketing,retention,1,0,CAMP-000004,early_access
INT-000000989,CUST-0000088,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000000990,CUST-0000088,2024-04-22,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000000991,CUST-0000088,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000000992,CUST-0000088,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000000993,CUST-0000088,2023-09-14,email,conversion,1,0,CAMP-000006,bundle
INT-000000994,CUST-0000088,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000000995,CUST-0000088,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000000996,CUST-0000088,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000000997,CUST-0000088,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000000998,CUST-0000088,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000000999,CUST-0000088,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001000,CUST-0000088,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001001,CUST-0000088,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001002,CUST-0000089,2025-05-31,email,cross_sell,1,0,CAMP-000012,discount
INT-000001003,CUST-0000089,2025-10-22,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001004,CUST-0000089,2024-10-03,in_app,conversion,1,0,CAMP-000005,exclusive_access
INT-000001005,CUST-0000089,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001006,CUST-0000089,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001007,CUST-0000089,2023-10-01,push,upsell,1,0,CAMP-000008,bundle
INT-000001008,CUST-0000089,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001009,CUST-0000089,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001010,CUST-0000089,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001011,CUST-0000090,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001012,CUST-0000090,2024-08-07,email,loyalty,1,0,CAMP-000011,early_access
INT-000001013,CUST-0000090,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001014,CUST-0000090,2024-09-23,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001015,CUST-0000090,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001016,CUST-0000090,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001017,CUST-0000090,2025-10-20,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001018,CUST-0000090,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001019,CUST-0000090,2024-04-20,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001020,CUST-0000090,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001021,CUST-0000090,2023-09-15,email,conversion,1,0,CAMP-000006,bundle
INT-000001022,CUST-0000090,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001023,CUST-0000090,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001024,CUST-0000090,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001025,CUST-0000090,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001026,CUST-0000090,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001027,CUST-0000090,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001028,CUST-0000091,2025-10-22,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001029,CUST-0000091,2024-05-04,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001030,CUST-0000091,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001031,CUST-0000091,2024-08-07,email,loyalty,1,0,CAMP-000011,early_access
INT-000001032,CUST-0000091,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001033,CUST-0000091,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001034,CUST-0000091,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000001035,CUST-0000091,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001036,CUST-0000091,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001037,CUST-0000091,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001038,CUST-0000091,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000001039,CUST-0000091,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001040,CUST-0000091,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001041,CUST-0000091,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001042,CUST-0000091,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001043,CUST-0000091,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001044,CUST-0000091,2024-04-22,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001045,CUST-0000091,2025-08-14,push,cross_sell,1,0,CAMP-000013,cashback
INT-000001046,CUST-0000091,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001047,CUST-0000092,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001048,CUST-0000092,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001049,CUST-0000092,2023-09-17,email,conversion,1,0,CAMP-000006,bundle
INT-000001050,CUST-0000092,2023-06-01,sms,retention,1,0,CAMP-000007,free_shipping
INT-000001051,CUST-0000092,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001052,CUST-0000092,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001053,CUST-0000092,2023-09-30,push,upsell,1,0,CAMP-000008,bundle
INT-000001054,CUST-0000092,2023-03-17,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001055,CUST-0000092,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000001056,CUST-0000092,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001057,CUST-0000092,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001058,CUST-0000092,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001059,CUST-0000093,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000001060,CUST-0000093,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001061,CUST-0000093,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001062,CUST-0000093,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001063,CUST-0000093,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001064,CUST-0000093,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001065,CUST-0000093,2025-05-30,email,cross_sell,1,0,CAMP-000012,discount
INT-000001066,CUST-0000093,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001067,CUST-0000093,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001068,CUST-0000093,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001069,CUST-0000093,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001070,CUST-0000093,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001071,CUST-0000093,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001072,CUST-0000093,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001073,CUST-0000094,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001074,CUST-0000094,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001075,CUST-0000094,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001076,CUST-0000094,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001077,CUST-0000094,2023-09-26,push,upsell,1,0,CAMP-000010,discount
INT-000001078,CUST-0000094,2023-03-14,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001079,CUST-0000094,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001080,CUST-0000094,2025-09-03,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001081,CUST-0000094,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000001082,CUST-0000094,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001083,CUST-0000094,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001084,CUST-0000094,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000001085,CUST-0000094,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001086,CUST-0000095,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001087,CUST-0000095,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001088,CUST-0000095,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001089,CUST-0000095,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001090,CUST-0000095,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001091,CUST-0000095,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000001092,CUST-0000095,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001093,CUST-0000095,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001094,CUST-0000095,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001095,CUST-0000095,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001096,CUST-0000095,2025-09-03,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001097,CUST-0000096,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001098,CUST-0000096,2024-09-25,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001099,CUST-0000096,2025-09-03,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001100,CUST-0000096,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000001101,CUST-0000096,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001102,CUST-0000096,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001103,CUST-0000096,2024-04-22,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001104,CUST-0000097,2024-01-29,in_app,conversion,1,0,CAMP-000015,discount
INT-000001105,CUST-0000097,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001106,CUST-0000097,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001107,CUST-0000097,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001108,CUST-0000097,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001109,CUST-0000097,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001110,CUST-0000097,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001111,CUST-0000097,2025-05-28,email,cross_sell,1,0,CAMP-000012,discount
INT-000001112,CUST-0000097,2025-10-06,sms,upsell,1,1,CAMP-000017,discount
INT-000001113,CUST-0000097,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
